"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite","PSI 90 Composite Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
GALESBURG COTTAGE HOSPITAL,140040,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CGH MEDICAL CENTER,140043,IL,2023,N/A,5,N/A,5,N/A,N/A,3.0280,,N/A,5,0.8270,,N/A,5,N/A,13,N/A,5,1.4680,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9320,,N/A,5,1.8330,,N/A,5,0.7990,,N/A,5,0.1760,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE TRINITY HOSPITAL,140048,IL,2023,N/A,5,N/A,5,N/A,N/A,0.7700,,N/A,5,0.5010,,N/A,5,0.6120,,N/A,5,0.5040,,N/A,5,0.6750,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WEST SUBURBAN MEDICAL CENTER,140049,IL,2023,N/A,5,N/A,5,N/A,N/A,2.2910,,N/A,5,1.4600,,N/A,5,1.5490,,N/A,5,0.4870,,N/A,5,0.7860,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,2023,N/A,5,N/A,5,N/A,N/A,2.1200,,N/A,5,4.3520,,N/A,5,N/A,13,N/A,5,0.5990,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOHNS HOSPITAL,140053,IL,2023,N/A,5,N/A,5,N/A,N/A,0.6010,,N/A,5,0.1480,,N/A,5,0.4700,,N/A,5,0.3790,,N/A,5,0.4670,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MACNEAL  HOSPITAL,140054,IL,2023,N/A,5,N/A,5,N/A,N/A,1.0790,,N/A,5,0.4340,,N/A,5,0.4320,,N/A,5,0.3480,,N/A,5,0.3610,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JERSEY COMMUNITY HOSPITAL,140059,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PALOS COMMUNITY HOSPITAL,140062,IL,2023,N/A,5,N/A,5,N/A,N/A,0.2420,,N/A,5,0.7960,,N/A,5,0.5250,,N/A,5,0.7730,,N/A,5,0.7220,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RUSH OAK PARK HOSPITAL,140063,IL,2023,N/A,5,N/A,5,N/A,N/A,0.7240,,N/A,5,0.0000,,N/A,5,0.7230,,N/A,5,0.3080,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARY MEDICAL CENTER,140064,IL,2023,N/A,5,N/A,5,N/A,N/A,2.1650,,N/A,5,3.5140,,N/A,5,0.7750,,N/A,5,0.8180,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,140065,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8610,,N/A,5,1.1660,,N/A,5,0.0000,,N/A,5,0.9670,,N/A,5,1.0740,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAINT FRANCIS MEDICAL CENTER,140067,IL,2023,N/A,5,N/A,5,N/A,N/A,1.0690,,N/A,5,1.1140,,N/A,5,1.1230,,N/A,5,0.3060,,N/A,5,0.6410,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ROSELAND COMMUNITY HOSPITAL,140068,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9860,,N/A,5,1.4180,,N/A,5,N/A,13,N/A,5,0.6490,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TOUCHETTE REGIONAL HOSPITAL INC,140077,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE SAINT FRANCIS HOSPITAL,140080,IL,2023,N/A,5,N/A,5,N/A,N/A,2.1660,,N/A,5,0.4810,,N/A,5,N/A,13,N/A,5,0.7660,,N/A,5,0.5060,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,2023,N/A,5,N/A,5,N/A,N/A,1.2590,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.6730,,N/A,5,0.7550,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LORETTO HOSPITAL,140083,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
VISTA MEDICAL CENTER EAST,140084,IL,2023,N/A,5,N/A,5,N/A,N/A,1.7160,,N/A,5,1.3320,,N/A,5,0.0000,,N/A,5,0.3000,,N/A,5,1.8450,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,2023,N/A,5,N/A,5,N/A,N/A,0.5970,,N/A,5,0.6140,,N/A,5,1.0690,,N/A,5,0.6090,,N/A,5,0.9670,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MC DONOUGH DISTRICT HOSPITAL,140089,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARLE FOUNDATION HOSPITAL,140091,IL,2023,N/A,5,N/A,5,N/A,N/A,0.7460,,N/A,5,0.8200,,N/A,5,0.8470,,N/A,5,0.2260,,N/A,5,1.1630,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF SACRED HEART MEDICAL CENTER,140093,IL,2023,N/A,5,N/A,5,N/A,N/A,2.2100,,N/A,5,1.1340,,N/A,5,0.7510,,N/A,5,0.9070,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAINT ANTHONY HOSPITAL,140095,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.1810,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MIDWESTERN REGION MED CENTER,140100,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,1.0530,,N/A,5,0.3870,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MORRIS HOSPITAL & HEALTHCARE CENTERS,140101,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,1.0050,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST BERNARD HOSPITAL,140103,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.3360,,N/A,5,N/A,13,N/A,5,1.2310,,N/A,5,0.6350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF SAINT ELIZABETH MDL CTR,140110,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,1.5740,,N/A,5,0.7010,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF HEART OF MARY MEDICAL CENTER,140113,IL,2023,N/A,5,N/A,5,N/A,N/A,0.6240,,N/A,5,1.9400,,N/A,5,N/A,13,N/A,5,0.4790,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH HOSPITAL,140114,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9240,,N/A,5,0.8390,,N/A,5,1.2680,,N/A,5,1.0800,,N/A,5,0.9970,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THOREK MEMORIAL HOSPITAL,140115,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.7580,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEDICINE MCHENRY,140116,IL,2023,N/A,5,N/A,5,N/A,N/A,1.1200,,N/A,5,1.1440,,N/A,5,0.1560,,N/A,5,0.1540,,N/A,5,0.5060,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
AMITA HEALTH RESURRECTION MEDICAL CENTER,140117,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4470,,N/A,5,0.5920,,N/A,5,0.2630,,N/A,5,0.7260,,N/A,5,0.4080,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RUSH UNIVERSITY MEDICAL CENTER,140119,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4870,,N/A,5,0.3500,,N/A,5,0.8740,,N/A,5,0.7340,,N/A,5,1.0390,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PEKIN MEMORIAL HOSPITAL,140120,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,12,N/A,5,0.8640,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVENTIST HINSDALE HOSPITAL,140122,IL,2023,N/A,5,N/A,5,N/A,N/A,0.5280,,N/A,5,0.5410,,N/A,5,0.0000,,N/A,5,0.5080,,N/A,5,0.3960,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHN H STROGER JR HOSPITAL,140124,IL,2023,N/A,5,N/A,5,N/A,N/A,0.5020,,N/A,5,0.5540,,N/A,5,0.4780,,N/A,5,0.6930,,N/A,5,1.0580,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GATEWAY REGIONAL MEDICAL CENTER,140125,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.6250,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARLE BROMENN MEDICAL CENTER,140127,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.6560,,N/A,5,1.0720,,N/A,5,0.1870,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN LAKE FOREST HOSPITAL,140130,IL,2023,N/A,5,N/A,5,N/A,N/A,1.8020,,N/A,5,1.8920,,N/A,5,0.7750,,N/A,5,1.1030,,N/A,5,1.5710,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HOLY CROSS HOSPITAL,140133,IL,2023,N/A,5,N/A,5,N/A,N/A,0.6200,,N/A,5,1.1300,,N/A,5,N/A,13,N/A,5,0.8990,,N/A,5,0.8290,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DECATUR MEMORIAL HOSPITAL,140135,IL,2023,N/A,5,N/A,5,N/A,N/A,2.1470,,N/A,5,1.8720,,N/A,5,1.1780,,N/A,5,0.6770,,N/A,5,1.2650,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HSHS HOLY FAMILY HOSPITAL INC,140137,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.9980,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARGARETS HOSPITAL,140143,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.6110,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOSEPHS HOSPITAL,140145,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,4.2300,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARLE RICHLAND MEMORIAL HOSPITAL,140147,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL MEDICAL CENTER,140148,IL,2023,N/A,5,N/A,5,N/A,N/A,1.4340,,N/A,5,0.8920,,N/A,5,0.1390,,N/A,5,0.5730,,N/A,5,0.8140,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIVERSITY OF ILLINOIS HOSPITAL,140150,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9550,,N/A,5,0.5620,,N/A,5,1.7900,,N/A,5,1.0400,,N/A,5,0.7250,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE ST MARYS HOSPITAL,140155,IL,2023,N/A,5,N/A,5,N/A,N/A,0.5640,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.3970,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,140158,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.0980,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FHN MEMORIAL HOSPITAL,140160,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,0.3690,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SAINT JAMES HOSPITAL,140161,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.4560,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST JOSEPH MEDICAL CENTER,140162,IL,2023,N/A,5,N/A,5,N/A,N/A,2.7550,,N/A,5,2.2500,,N/A,5,1.3290,,N/A,5,1.3730,,N/A,5,0.5150,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL HOSPITAL OF CARBONDALE,140164,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4860,,N/A,5,1.2060,,N/A,5,0.6350,,N/A,5,0.5980,,N/A,5,1.1210,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARYS HOSPITAL,140166,IL,2023,N/A,5,N/A,5,N/A,N/A,1.8920,,N/A,5,0.0000,,N/A,5,1.3500,,N/A,5,0.0580,,N/A,5,0.5050,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
IROQUOIS MEMORIAL HOSPITAL,140167,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,140172,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8440,,N/A,5,1.2900,,N/A,5,0.8830,,N/A,5,0.7140,,N/A,5,0.7190,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE MERCY MEDICAL CENTER,140174,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.4440,,N/A,5,0.0000,,N/A,5,1.4460,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JACKSON PARK HOSPITAL,140177,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF LITTLE COMPANY OF MARY MEDICAL CENTER,140179,IL,2023,N/A,5,N/A,5,N/A,N/A,0.7390,,N/A,5,1.1000,,N/A,5,3.0280,,N/A,5,0.0800,,N/A,5,0.6080,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,140180,IL,2023,N/A,5,N/A,5,N/A,N/A,1.7800,,N/A,5,2.1460,,N/A,5,0.8510,,N/A,5,0.5900,,N/A,5,0.2070,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOUTH SHORE HOSPITAL,140181,IL,2023,N/A,5,N/A,5,N/A,N/A,3.5180,,N/A,5,0.5370,,N/A,5,N/A,13,N/A,5,0.9770,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,140182,IL,2023,N/A,5,N/A,5,N/A,N/A,1.2790,,N/A,5,0.4270,,N/A,5,1.4020,,N/A,5,0.7230,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HEARTLAND REGIONAL MEDICAL CENTER,140184,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.7580,,N/A,5,N/A,13,N/A,5,1.1000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL HOSPITAL,140185,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9960,,N/A,5,1.1540,,N/A,5,0.9960,,N/A,5,0.4460,,N/A,5,1.9920,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERSIDE MEDICAL CENTER,140186,IL,2023,N/A,5,N/A,5,N/A,N/A,0.6190,,N/A,5,0.4420,,N/A,5,0.4420,,N/A,5,0.6810,,N/A,5,0.3680,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HSHS ST ELIZABETH'S HOSPITAL,140187,IL,2023,N/A,5,N/A,5,N/A,N/A,0.6250,,N/A,5,0.3100,,N/A,5,0.3120,,N/A,5,0.4920,,N/A,5,0.8140,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SARAH BUSH LINCOLN HEALTH CENTER,140189,IL,2023,N/A,5,N/A,5,N/A,N/A,1.4790,,N/A,5,2.9150,,N/A,5,1.6030,,N/A,5,0.6320,,N/A,5,0.5800,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INGALLS MEMORIAL HOSPITAL,140191,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8430,,N/A,5,1.1540,,N/A,5,0.5470,,N/A,5,0.2940,,N/A,5,0.9210,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
METHODIST HOSPITAL OF CHICAGO,140197,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ELMHURST MEMORIAL HOSPITAL,140200,IL,2023,N/A,5,N/A,5,N/A,N/A,0.1110,,N/A,5,1.0420,,N/A,5,0.3980,,N/A,5,0.1500,,N/A,5,0.3260,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE CONDELL MEDICAL CENTER,140202,IL,2023,N/A,5,N/A,5,N/A,N/A,1.2530,,N/A,5,0.5910,,N/A,5,1.1900,,N/A,5,0.5700,,N/A,5,0.8040,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HUMBOLDT PARK HEALTH,140206,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,0.2780,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,140208,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8010,,N/A,5,0.4910,,N/A,5,1.3660,,N/A,5,0.8280,,N/A,5,1.2660,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,2023,N/A,5,N/A,5,N/A,N/A,1.2520,,N/A,5,0.1110,,N/A,5,1.5370,,N/A,5,0.5000,,N/A,5,1.3420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HARRISBURG MEDICAL CENTER,140210,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,140211,IL,2023,N/A,5,N/A,5,N/A,N/A,0.7160,,N/A,5,0.5600,,N/A,5,1.0120,,N/A,5,0.3170,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8170,,N/A,5,1.1620,,N/A,5,0.5340,,N/A,5,0.3110,,N/A,5,0.2940,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,140217,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,2.8670,,N/A,5,N/A,13,N/A,5,0.3600,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,2023,N/A,5,N/A,5,N/A,N/A,0.5080,,N/A,5,0.8780,,N/A,5,1.2720,,N/A,5,0.6760,,N/A,5,0.6520,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4480,,N/A,5,0.6380,,N/A,5,0.4800,,N/A,5,0.6540,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SWEDISH AMERICAN HOSPITAL,140228,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8880,,N/A,5,1.5490,,N/A,5,0.3620,,N/A,5,0.7550,,N/A,5,1.2680,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
EDWARD HOSPITAL,140231,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9130,,N/A,5,1.6800,,N/A,5,1.1050,,N/A,5,0.5050,,N/A,5,0.4610,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OSF SAINT ANTHONY MEDICAL CENTER,140233,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4640,,N/A,5,1.1400,,N/A,5,0.4820,,N/A,5,0.4900,,N/A,5,0.8100,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARGARET'S HEALTH - PERU,140234,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.7920,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JAVON BEA HOSPITAL,140239,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9330,,N/A,5,0.7700,,N/A,5,0.0000,,N/A,5,0.5400,,N/A,5,0.7850,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,140242,IL,2023,N/A,5,N/A,5,N/A,N/A,0.3360,,N/A,5,0.2270,,N/A,5,0.8290,,N/A,5,0.5140,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
COMMUNITY FIRST MEDICAL CENTER,140251,IL,2023,N/A,5,N/A,5,N/A,N/A,1.6970,,N/A,5,0.4240,,N/A,5,1.4410,,N/A,5,1.0880,,N/A,5,1.3160,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,2023,N/A,5,N/A,5,N/A,N/A,1.7620,,N/A,5,1.1310,,N/A,5,0.3140,,N/A,5,0.3780,,N/A,5,1.0190,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ALEXIAN BROTHERS MEDICAL CENTER 1,140258,IL,2023,N/A,5,N/A,5,N/A,N/A,0.4530,,N/A,5,0.6180,,N/A,5,0.0000,,N/A,5,0.2740,,N/A,5,0.3090,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
GENESIS HLTH SYSTEM DBA GENESIS MDL CTR-ILLINI,140275,IL,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.5750,,N/A,5,2.3880,,N/A,5,0.5520,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LOYOLA UNIVERSITY MEDICAL CENTER,140276,IL,2023,N/A,5,N/A,5,N/A,N/A,1.1960,,N/A,5,0.5760,,N/A,5,0.0000,,N/A,5,0.4030,,N/A,5,1.6130,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TRINITY ROCK ISLAND,140280,IL,2023,N/A,5,N/A,5,N/A,N/A,1.5990,,N/A,5,1.2750,,N/A,5,0.0000,,N/A,5,0.3830,,N/A,5,0.5020,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,2023,N/A,5,N/A,5,N/A,N/A,0.9180,,N/A,5,0.6860,,N/A,5,0.7280,,N/A,5,0.7440,,N/A,5,0.4310,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,140286,IL,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.0000,,N/A,5,1.3350,,N/A,5,0.2380,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,2023,N/A,5,N/A,5,N/A,N/A,0.8720,,N/A,5,0.4220,,N/A,5,0.5420,,N/A,5,0.4580,,N/A,5,0.4500,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ANDERSON HOSPITAL,140289,IL,2023,N/A,5,N/A,5,N/A,N/A,1.2550,,N/A,5,0.7680,,N/A,5,0.0000,,N/A,5,0.5460,,N/A,5,0.9280,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
