"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
CHESTERFIELD ASC LLC,26C0001143,1245566744,CHESTERFIELD,MO,63017,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,87.7,
MEMORIAL CARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001616,1245575919,LAGUNA WOODS,CA,92637,2021,27.95,,N/A,5,265,No Different Than the National Rate,10,7.3,13.8,,100,,N/A,5,344,No Different Than the National Rate,2.2,1.5,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEMORIAL CARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001616,1245575919,LAGUNA WOODS,CA,92637,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,71,93.4,
MOHAWK VALLEY EYE SURGERY CENTER,33C0001132,1245580711,AMSTERDAM,NY,12010,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MOHAWK VALLEY EYE SURGERY CENTER,33C0001132,1245580711,AMSTERDAM,NY,12010,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HARBOR HEIGHTS SURGERY CENTER,21C0001581,1245605633,OXON HILL,MD,20745,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91.66,,N/A,5,237,No Different Than the National Rate,2,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HARBOR HEIGHTS SURGERY CENTER,21C0001581,1245605633,OXON HILL,MD,20745,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,94.5,
PARK RIDGE SURGERY CENTER LLC,06C0001153,1245635093,LONE TREE,CO,80124,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,92.84,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,489,No Different Than the National Rate,5.3,3.9,7.1,,,N/A,5
PARK RIDGE SURGERY CENTER LLC,06C0001153,1245635093,LONE TREE,CO,80124,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,89,91,
AFFINITY SURGERY CENTER LLC,29C0001108,1245654342,LAS VEGAS,NV,89147,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.24,,N/A,5,288,No Different Than the National Rate,1.8,1.2,2.7,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AFFINITY SURGERY CENTER LLC,29C0001108,1245654342,LAS VEGAS,NV,89147,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,64,100,
GEORIGA INTERVENTIONAL PAIN LLC,11C0001417,1245654615,LAWRENCEVILLE,GA,30046,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,43,No Different Than the National Rate,2.2,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GEORIGA INTERVENTIONAL PAIN LLC,11C0001417,1245654615,LAWRENCEVILLE,GA,30046,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGCENTER OF PLANO,45C0001561,1245657840,PLANO,TX,75093,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,N/A,5,135,No Different Than the National Rate,2.3,1.5,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGCENTER OF PLANO,45C0001561,1245657840,PLANO,TX,75093,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,100,
SURGCENTER CLEARWATER LLC DBA SURGCENTER DUNEDIN,10C0001645,1245711803,DUNEDIN,FL,34698,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.3,,N/A,5,104,No Different Than the National Rate,2,1.4,3.1,,63,No Different Than the National Rate,5.3,3.3,8.5,,,N/A,5
SURGCENTER CLEARWATER LLC DBA SURGCENTER DUNEDIN,10C0001645,1245711803,DUNEDIN,FL,34698,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FOCUS HAND SURGICENTER LLC,06C0001141,1245749258,ENGLEWOOD,CO,80113,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,423,No Different Than the National Rate,2.1,1.5,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FOCUS HAND SURGICENTER LLC,06C0001141,1245749258,ENGLEWOOD,CO,80113,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,91,96,
NORTH PARK HEART VASCULAR SURGERY CENTER,45C0001661,1245759356,DALLAS,TX,75243,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTH PARK HEART VASCULAR SURGERY CENTER,45C0001661,1245759356,DALLAS,TX,75243,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,66.7,
SURGERY CENTER AT CYPRESS POINT LLC,11C0001476,1245767672,TIFTON,GA,,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER AT CYPRESS POINT LLC,11C0001476,1245767672,TIFTON,GA,,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,17,96,
TEXAS HEALTH SURGERY CENTER BEDFORD LLC DBA TEXAS HEALTH SURGERY CENTER BEDFORD,45C0001633,1245768209,BEDFORD,TX,76021,2021,33.33,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
TEXAS HEALTH SURGERY CENTER BEDFORD LLC DBA TEXAS HEALTH SURGERY CENTER BEDFORD,45C0001633,1245768209,BEDFORD,TX,76021,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FRESENIUS VASCULAR CARE ST LOUIS ASC,26C0001159,1245781459,FLORISSANT,MO,63031,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FRESENIUS VASCULAR CARE ST LOUIS ASC,26C0001159,1245781459,FLORISSANT,MO,63031,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,10,N/A,1
SURGCENTER OF GREATER DALLAS,45C0001695,1245798826,DALLAS,TX,75218,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,57,No Different Than the National Rate,2,1.3,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGCENTER OF GREATER DALLAS,45C0001695,1245798826,DALLAS,TX,75218,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,44.6,
QUINCY PHYSICIANS SURGEONS CLINIC DBA QUINCY MEDICAL GROUP SURGERY CENTER,14C0001187,1245862002,QUINCY,IL,62301,2021,N/A,5,N/A,5,169,No Different Than the National Rate,10.2,7.4,14.1,,N/A,5,N/A,5,36,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
QUINCY PHYSICIANS SURGEONS CLINIC DBA QUINCY MEDICAL GROUP SURGERY CENTER,14C0001187,1245862002,QUINCY,IL,62301,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,76,71.2,
AVON SURGERY CENTER,36C0001330,1245868488,AVON,OH,44011,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.12,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AVON SURGERY CENTER,36C0001330,1245868488,AVON,OH,44011,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGCENTER OF PLANO LLC,45C0001561,1246567840,PLANO,TX,75093,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGCENTER OF PLANO LLC,45C0001561,1246567840,PLANO,TX,75093,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,100,
ST DOMINIC AMBULATORY SURGERY CENTER,25C0001023,1255303517,JAKSON,MS,39216,2021,100,,N/A,5,113,No Different Than the National Rate,10.5,7.5,14.6,,100,,0,,36,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
ST DOMINIC AMBULATORY SURGERY CENTER,25C0001023,1255303517,JAKSON,MS,39216,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,92,69.6,
GREATER SACRAMENTO SURGERY CENTER,05C0001033,1255309803,SACRAMENTO,CA,95821,2021,86.49,,N/A,5,421,No Different Than the National Rate,9.9,7.3,13.6,,93.33,,N/A,5,38,No Different Than the National Rate,2,1.3,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GREATER SACRAMENTO SURGERY CENTER,05C0001033,1255309803,SACRAMENTO,CA,95821,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,301,91.8,
SURGERY CENTER OF MELBOURNE,10C0001280,1255311635,MELBOURNE,FL,32903,2021,80.29,,N/A,5,2091,No Different Than the National Rate,10.1,7.7,13,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF MELBOURNE,10C0001280,1255311635,MELBOURNE,FL,32903,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,85.7,
MAZZOCCO AMBULATORY SURGICAL CENTER,05C0001014,1255314662,VAN NUYS,CA,91405,2021,N/A,5,98.26,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.67,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MAZZOCCO AMBULATORY SURGICAL CENTER,05C0001014,1255314662,VAN NUYS,CA,91405,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE DISEASE ENDOSCOPY CENTER,14C0001111,1255332805,NORMAL,IL,61761,2021,92.69,,N/A,5,1836,No Different Than the National Rate,10,7.5,13.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE DISEASE ENDOSCOPY CENTER,14C0001111,1255332805,NORMAL,IL,61761,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,44,97,
GUAM SURGICENTER LLC,65C0001000,1255338000,TAMUNING,GU,96913,2021,0,,N/A,5,205,No Different Than the National Rate,11.6,8.4,16.3,,100,,0.65,,48,No Different Than the National Rate,2.1,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
GUAM SURGICENTER LLC,65C0001000,1255338000,TAMUNING,GU,96913,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,83.7,
BISMARCK SURGICAL ASSOCIATES LLC,35C0001015,1255339628,BISMARCK,ND,58501,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,90.45,,0,,514,No Different Than the National Rate,2.4,1.6,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BISMARCK SURGICAL ASSOCIATES LLC,35C0001015,1255339628,BISMARCK,ND,58501,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,114,80.8,
BEACON ORTHOPAEDICS SURGERY CENTER,36C0001171,1255345229,CINCINNATI,OH,45241,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.99,,N/A,5,1040,No Different Than the National Rate,1.9,1.4,2.6,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BEACON ORTHOPAEDICS SURGERY CENTER,36C0001171,1255345229,CINCINNATI,OH,45241,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,75.6,
BEACON WEST SURGICAL CENTER,36C0001223,1255345229,CINCINNATI,OH,45247,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.99,,N/A,5,1040,No Different Than the National Rate,1.9,1.4,2.6,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BEACON WEST SURGICAL CENTER,36C0001223,1255345229,CINCINNATI,OH,45247,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,56,75.6,
OMEGA SURGERY CENTER,28C0001010,1255346045,OMAHA,NE,68154,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OMEGA SURGERY CENTER,28C0001010,1255346045,OMAHA,NE,68154,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,92.3,
MARYLAND EYE SURGERY CENTER LLC,21C0001333,1255347050,PRINCE FREDERICK,MD,20678,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.14,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MARYLAND EYE SURGERY CENTER LLC,21C0001333,1255347050,PRINCE FREDERICK,MD,20678,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,95.1,
FOOT AND ANKLE SURGERY ASSOCIATES INC PS,50C0001219,1255351714,TUMWATER,WA,98512,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,126,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FOOT AND ANKLE SURGERY ASSOCIATES INC PS,50C0001219,1255351714,TUMWATER,WA,98512,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
METROPOLITAN SURGERY CENTER LLC,31C0001197,1255352712,HACKENSACK,NJ,7601,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
METROPOLITAN SURGERY CENTER LLC,31C0001197,1255352712,HACKENSACK,NJ,7601,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,44,100,
SIMI SURGERY CENTER INC,05C0001773,1255354486,SIMI VALLEY,CA,93065,2021,78.46,,N/A,5,671,No Different Than the National Rate,11,8.2,14.7,,7.58,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SIMI SURGERY CENTER INC,05C0001773,1255354486,SIMI VALLEY,CA,93065,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTRAL JERSEY SURGERY CENTER LLC,31C0001118,1255361259,EATONTOWN,NJ,7724,2021,0,,N/A,5,130,No Different Than the National Rate,10.5,7.6,14.7,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,456,No Different Than the National Rate,5.1,3.8,6.9,,,N/A,5
CENTRAL JERSEY SURGERY CENTER LLC,31C0001118,1255361259,EATONTOWN,NJ,7724,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,64,95.3,
CHESTERFIELD SURGERY CENTER,26C0001082,1255373601,CHESTERFIELD,MO,63005,2021,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,0,,72,No Different Than the National Rate,2,1.2,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHESTERFIELD SURGERY CENTER,26C0001082,1255373601,CHESTERFIELD,MO,63005,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,47,97.4,
SURGERY CENTER OF SANTE FE,32C0001110,1255373676,SANTA FE,NM,87505,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.09,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF SANTE FE,32C0001110,1255373676,SANTA FE,NM,87505,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,51,92.2,
ENDOSCOPY CENTER OF SOUTH JERSEY P C,31C0001058,1255376653,VINELAND,NJ,8360,2021,N/A,5,N/A,5,191,No Different Than the National Rate,10.8,7.8,14.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER OF SOUTH JERSEY P C,31C0001058,1255376653,VINELAND,NJ,8360,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHATTANOOGA SURGERY CENTER DBA CENTER FOR SPORTS MEDICINE ORTHOPAEDIC SURGERY,44C0001005,1255386348,CHATTANOOGA,TN,37404,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,596,No Different Than the National Rate,2.3,1.6,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CHATTANOOGA SURGERY CENTER DBA CENTER FOR SPORTS MEDICINE ORTHOPAEDIC SURGERY,44C0001005,1255386348,CHATTANOOGA,TN,37404,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,74,95.6,
CARROLL COUNTY EYE SURGERY CENTER LLC,21C0001394,1255390670,WESTMINSTER,MD,21157,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.29,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CARROLL COUNTY EYE SURGERY CENTER LLC,21C0001394,1255390670,WESTMINSTER,MD,21157,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,84.9,
DOCTORS HOSPITAL SURGERY CENTER LP,11C0001052,1255394771,EVANS,GA,30809,2021,13.56,,N/A,5,126,No Different Than the National Rate,11,7.9,15.4,,91.77,,N/A,5,265,No Different Than the National Rate,1.7,1.1,2.6,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
DOCTORS HOSPITAL SURGERY CENTER LP,11C0001052,1255394771,EVANS,GA,30809,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,115,79.8,
JOLIET SURGERY CENTER LIMITED PARTNERSHIP,14C0001005,1255397808,JOLIET,IL,60435,2021,100,,N/A,5,1165,No Different Than the National Rate,10.2,7.5,13.5,,100,,0,,126,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
JOLIET SURGERY CENTER LIMITED PARTNERSHIP,14C0001005,1255397808,JOLIET,IL,60435,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72,88.9,
SURGERY CENTER OF DES MOINES WEST,16C0001025,1255397964,WEST DES MOINES,IA,50266,2021,29.77,,N/A,5,366,No Different Than the National Rate,9.8,7,13.6,,100,,0.28,,115,No Different Than the National Rate,2.2,1.4,3.3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SURGERY CENTER OF DES MOINES WEST,16C0001025,1255397964,WEST DES MOINES,IA,50266,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,106,88.1,
SURGERY CENTER OF BUCKS COUNTY,39C0001057,1255404398,WARMINSTER,PA,18974,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.12,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF BUCKS COUNTY,39C0001057,1255404398,WARMINSTER,PA,18974,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,86.5,
OASIS SURGERY CENTER LP,05C0001840,1255429700,PALMDALE,CA,93551,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0,,0,,63,No Different Than the National Rate,1.9,1.3,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OASIS SURGERY CENTER LP,05C0001840,1255429700,PALMDALE,CA,93551,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,92.5,
CARROLLTON ORTHOPAEDIC SURGERY CENTER,11C0001287,1255434221,CARROLLTON,GA,30117,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CARROLLTON ORTHOPAEDIC SURGERY CENTER,11C0001287,1255434221,CARROLLTON,GA,30117,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PASADENA SURGERY CENTER INC A MEDICAL CORPORATION,05C0001525,1255436028,PASADENA,CA,91105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PASADENA SURGERY CENTER INC A MEDICAL CORPORATION,05C0001525,1255436028,PASADENA,CA,91105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,21,100,
