"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,76,148,"2, 20",01/01/2021,12/31/2021
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,59,116,"2, 20",01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,3084,20,01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.13,3084,20,01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,66,149,"2, 20",01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,73,131,"2, 20",01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,63,183,"2, 20",01/01/2021,12/31/2021
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,(207) 623-8411,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,69,144,"2, 20",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,1128,20,01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.07,1128,20,01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,84,99,"2, 20",01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,96,"2, 20",01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,88,168,"2, 20",01/01/2021,12/31/2021
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,22,130,"2, 20",01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.1,5879,20,01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5879,20,01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,100,147,"2, 20",01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,94,214,"2, 20",01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,79,159,"2, 20",01/01/2021,12/31/2021
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,01730,MIDDLESEX,(781) 275-7500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,92,145,"2, 20",01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.03,9739,20,01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9739,20,01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,86,79,"2, 20",01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,113,"2, 20",01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,93,103,"2, 20",01/01/2021,12/31/2021
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,(413) 584-4040,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,92,89,"2, 20",01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.4,32542,20,01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.02,32542,20,01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,50,256,"2, 20",01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,82,277,"2, 20",01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,57,384,"2, 20",01/01/2021,12/31/2021
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,02130,SUFFOLK,(617) 232-9500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,60,254,"2, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,95,42,"2, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,89,35,"2, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,70,60,"2, 20",01/01/2021,12/31/2021
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,84,43,"2, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.24,5610,20,01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,5610,20,01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,46,134,"2, 20",01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,85,81,"2, 20",01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,54,199,"2, 20",01/01/2021,12/31/2021
23011F,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,ANN ARBOR,MI,48105,WASHTENAW,(734) 769-7100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,59,137,"2, 20",01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.18,9252,20,01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9252,20,01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,86,111,"2, 20",01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,93,134,"2, 20",01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,81,126,"2, 20",01/01/2021,12/31/2021
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,86,106,"2, 20",01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.52,5496,20,01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1.72,5496,20,01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,82,100,"2, 20",01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,149,"2, 20",01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,77,188,"2, 20",01/01/2021,12/31/2021
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,66,135,"2, 20",01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,3928,20,01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.8,3928,20,01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,100,213,"2, 20",01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,97,302,"2, 20",01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,92,252,"2, 20",01/01/2021,12/31/2021
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,95,208,"2, 20",01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.26,3940,20,01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,2.1,3940,20,01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,52,152,"2, 20",01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,63,110,"2, 20",01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,45,196,"2, 20",01/01/2021,12/31/2021
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,77,145,"2, 20",01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.2,6420,20,01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.31,6420,20,01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,68,181,"2, 20",01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,93,230,"2, 20",01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,87,261,"2, 20",01/01/2021,12/31/2021
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,(228) 523-5000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,74,221,"2, 20",01/01/2021,12/31/2021
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,3673,20,01/01/2021,12/31/2021
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,3673,20,01/01/2021,12/31/2021
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,73,108,"2, 20",01/01/2021,12/31/2021
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,90,112,"2, 20",01/01/2021,12/31/2021
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,73,152,"2, 20",01/01/2021,12/31/2021
